Name,Manufacturer,Technology,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,gamma_r
Andalay Solar LW-235-1-AC0-D-B,Andalay Solar,Multi-c-Si,235,209,1.61934,0.985,1.644,60,8.45,37.2,8,29.6,0.06,-0.34,48.2,-0.45
Andalay Solar LW-235-1-AC1-A-B,Andalay Solar,Multi-c-Si,235,209,1.61934,0.985,1.644,60,8.45,37.2,8,29.6,0.06,-0.34,48.2,-0.45
Andalay Solar LW-235-1-AC2-D-B,Andalay Solar,Multi-c-Si,235,209,1.61934,0.985,1.644,60,8.45,37.2,8,29.6,0.06,-0.34,48.2,-0.45
Andalay Solar LW-235-1-AC3-B-B,Andalay Solar,Multi-c-Si,235,209,1.61934,0.985,1.644,60,8.45,37.2,8,29.6,0.06,-0.34,48.2,-0.45
Andalay Solar LW-240-1-AC0-D-B,Andalay Solar,Multi-c-Si,240,213.6,1.61934,0.985,1.644,60,8.56,37.4,8.05,29.8,0.06,-0.34,48.2,-0.45
Andalay Solar LW-240-1-AC1-A-B,Andalay Solar,Multi-c-Si,240,213.6,1.61934,0.985,1.644,60,8.56,37.4,8.05,29.8,0.06,-0.34,48.2,-0.45
Andalay Solar LW-240-1-AC2-D-B,Andalay Solar,Multi-c-Si,240,213.6,1.61934,0.985,1.644,60,8.56,37.4,8.05,29.8,0.06,-0.34,48.2,-0.45
Andalay Solar LW-240-1-AC3-B-B,Andalay Solar,Multi-c-Si,240,213.6,1.61934,0.985,1.644,60,8.56,37.4,8.05,29.8,0.06,-0.34,48.2,-0.45
Andalay Solar TW-240-1-AC2-D-B,Andalay Solar,Multi-c-Si,240,212.4,1.27664,0.808,1.58,72,8.48,36.2,7.86,30.5,0.06,-0.36,48.8,-0.49
Andalay Solar TW-245-1-AC2-D-B,Andalay Solar,Multi-c-Si,245,217,1.27664,0.808,1.58,72,8.59,36.4,7.97,30.75,0.06,-0.36,48.8,-0.49
Andalay Solar TW-250-1-AC2-D-B,Andalay Solar,Multi-c-Si,250,221.6,1.27664,0.808,1.58,72,8.75,36.8,8.1,30.9,0.06,-0.36,48.8,-0.49
Anhui Rinengzhongtian Semiconductor Development QJM160-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,160,141.5,1.27664,0.808,1.58,72,5.12,42.42,4.57,35.01,0.054,-0.367,46.9,-0.484
Anhui Rinengzhongtian Semiconductor Development QJM165-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,165,146,1.27664,0.808,1.58,72,5.22,42.5,4.66,35.4,0.054,-0.367,46.9,-0.484
Anhui Rinengzhongtian Semiconductor Development QJM170-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,170,150.5,1.27664,0.808,1.58,72,5.35,42.7,4.78,35.6,0.054,-0.367,46.9,-0.484
Anhui Rinengzhongtian Semiconductor Development QJM175-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,175,155.1,1.27664,0.808,1.58,72,5.45,43.1,4.87,35.9,0.054,-0.367,46.9,-0.484
Anhui Rinengzhongtian Semiconductor Development QJM180-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,180,159.6,1.27664,0.808,1.58,72,5.59,43.3,4.99,36.1,0.054,-0.367,46.9,-0.484
Anhui Rinengzhongtian Semiconductor Development QJM185-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,185,164.2,1.27664,0.808,1.58,72,5.72,43.4,5.11,36.2,0.054,-0.367,46.9,-0.484
Anhui Rinengzhongtian Semiconductor Development QJM190-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,190,168.8,1.27664,0.808,1.58,72,5.86,43.5,5.23,36.3,0.054,-0.367,46.9,-0.484
Anhui Rinengzhongtian Semiconductor Development QJM195-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,195,173.4,1.27664,0.808,1.58,72,6.01,43.6,5.37,36.3,0.054,-0.367,46.9,-0.484
Anhui Rinengzhongtian Semiconductor Development QJM200-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,200,178,1.27664,0.808,1.58,72,5.95,45.7,5.54,36.12,0.054,-0.367,46.9,-0.484
Anhui Rinengzhongtian Semiconductor Development QJP205-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,205,182.3,1.62688,0.992,1.64,60,7.84,35.1,7,29.3,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJP210-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,210,186.9,1.62688,0.992,1.64,60,8.01,35.2,7.14,29.4,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJP215-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,215,191.5,1.62688,0.992,1.64,60,8.16,35.4,7.29,29.5,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM220-60,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,220,197.6,1.62688,0.992,1.64,60,7.98,36.29,7.46,29.5,0.033267,-0.32704,45.2,-0.46817
Anhui Rinengzhongtian Semiconductor Development QJP220-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,220,196,1.62688,0.992,1.64,60,8.32,35.4,7.46,29.5,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM225-60,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,225,202.2,1.62688,0.992,1.64,60,8.13,36.41,7.6,29.6,0.033267,-0.32704,45.2,-0.46817
Anhui Rinengzhongtian Semiconductor Development QJP225-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,225,200.6,1.62688,0.992,1.64,60,8.46,35.8,7.6,29.6,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM230-60,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,230,206.8,1.62688,0.992,1.64,60,8.29,36.53,7.74,29.7,0.033267,-0.32704,45.2,-0.46817
Anhui Rinengzhongtian Semiconductor Development QJP230-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,230,205.2,1.62688,0.992,1.64,60,8.6,36,7.72,29.8,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM235-60,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,235,211.4,1.62688,0.992,1.64,60,8.44,36.65,7.89,29.8,0.033267,-0.32704,45.2,-0.46817
Anhui Rinengzhongtian Semiconductor Development QJP235-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,235,209.8,1.62688,0.992,1.64,60,8.75,36.1,7.83,30,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM240-60,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,240,216,1.62688,0.992,1.64,60,8.59,36.78,8.03,29.9,0.033267,-0.32704,45.2,-0.46817
Anhui Rinengzhongtian Semiconductor Development QJP240-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,240,214.4,1.62688,0.992,1.64,60,8.9,36.2,7.95,30.2,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM245-60,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,245,220.6,1.62688,0.992,1.64,60,8.71,37.02,8.14,30.1,0.033267,-0.32704,45.2,-0.46817
Anhui Rinengzhongtian Semiconductor Development QJP245-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,245,219,1.62688,0.992,1.64,60,9.06,36.4,8.09,30.3,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM250-60,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,250,225.3,1.62688,0.992,1.64,60,8.86,37.15,8.28,30.2,0.033267,-0.32704,45.2,-0.46817
Anhui Rinengzhongtian Semiconductor Development QJP250-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,250,223.6,1.62688,0.992,1.64,60,9.21,36.5,8.22,30.4,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM255-60,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,255,229.9,1.62688,0.992,1.64,60,8.92,37.64,8.33,30.6,0.033267,-0.32704,45.2,-0.46817
Anhui Rinengzhongtian Semiconductor Development QJP255-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,255,231,1.62688,0.992,1.64,60,8.95,37.52,8.36,30.5,0.056061,-0.3302,45.4,-0.44277
Anhui Rinengzhongtian Semiconductor Development QJP255-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,255,227.1,1.940352,0.992,1.956,72,8.13,42.1,7.26,35.1,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM260-60,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,260,234.5,1.62688,0.992,1.64,60,9.15,37.39,8.55,30.4,0.033267,-0.32704,45.2,-0.46817
Anhui Rinengzhongtian Semiconductor Development QJP260-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,260,235.7,1.62688,0.992,1.64,60,9.09,37.64,8.5,30.6,0.056061,-0.3302,45.4,-0.44277
Anhui Rinengzhongtian Semiconductor Development QJP260-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,260,231.6,1.940352,0.992,1.956,72,8.27,42.2,7.39,35.2,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM265-60,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,265,239.2,1.62688,0.992,1.64,60,9.3,37.52,8.69,30.5,0.033267,-0.32704,45.2,-0.46817
Anhui Rinengzhongtian Semiconductor Development QJP265-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,265,240.4,1.62688,0.992,1.64,60,9.24,37.76,8.63,30.7,0.056061,-0.3302,45.4,-0.44277
Anhui Rinengzhongtian Semiconductor Development QJP265-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,265,236.2,1.940352,0.992,1.956,72,8.41,42.3,7.51,35.3,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM270-60,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,270,243.8,1.62688,0.992,1.64,60,9.44,37.64,8.82,30.6,0.033267,-0.32704,45.2,-0.46817
Anhui Rinengzhongtian Semiconductor Development QJM270-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,270,242,1.940352,0.992,1.956,72,8.14,43.67,7.61,35.5,0.042146,-0.33887,45.7,-0.46757
Anhui Rinengzhongtian Semiconductor Development QJP270-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,270,245,1.62688,0.992,1.64,60,9.38,37.88,8.77,30.8,0.056061,-0.3302,45.4,-0.44277
Anhui Rinengzhongtian Semiconductor Development QJP270-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,270,240.8,1.940352,0.992,1.956,72,8.57,42.4,7.65,35.3,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM275-60,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,275,248.5,1.62688,0.992,1.64,60,9.55,37.88,8.93,30.8,0.033267,-0.32704,45.2,-0.46817
Anhui Rinengzhongtian Semiconductor Development QJM275-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,275,246.6,1.940352,0.992,1.956,72,8.27,43.79,7.73,35.6,0.042146,-0.33887,45.7,-0.46757
Anhui Rinengzhongtian Semiconductor Development QJP275-60,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,275,249.7,1.62688,0.992,1.64,60,9.52,38.01,8.9,30.9,0.056061,-0.3302,45.4,-0.44277
Anhui Rinengzhongtian Semiconductor Development QJP275-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,275,245.4,1.940352,0.992,1.956,72,8.68,42.6,7.75,35.5,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM280-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,280,251.2,1.940352,0.992,1.956,72,8.39,43.91,7.84,35.7,0.042146,-0.33887,45.7,-0.46757
Anhui Rinengzhongtian Semiconductor Development QJP280-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,280,249.9,1.940352,0.992,1.956,72,8.78,42.8,7.84,35.7,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM285-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,285,255.8,1.940352,0.992,1.956,72,8.52,44.03,7.96,35.8,0.042146,-0.33887,45.7,-0.46757
Anhui Rinengzhongtian Semiconductor Development QJP285-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,285,254.5,1.940352,0.992,1.956,72,8.89,43.1,7.94,35.9,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM290-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,290,260.5,1.940352,0.992,1.956,72,8.64,44.16,8.08,35.9,0.042146,-0.33887,45.7,-0.46757
Anhui Rinengzhongtian Semiconductor Development QJP290-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,290,259.1,1.940352,0.992,1.956,72,9.01,43.2,8.05,36,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM295-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,295,265.1,1.940352,0.992,1.956,72,8.77,44.28,8.19,36,0.042146,-0.33887,45.7,-0.46757
Anhui Rinengzhongtian Semiconductor Development QJP295-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,295,263.7,1.940352,0.992,1.956,72,9.15,43.3,8.17,36.1,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM300-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,300,269.7,1.940352,0.992,1.956,72,8.31,44.4,8.31,36.1,0.042146,-0.33887,45.7,-0.46757
Anhui Rinengzhongtian Semiconductor Development QJP300-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,300,268.3,1.940352,0.992,1.956,72,9.27,43.4,8.28,36.2,0.073,-0.361,46.9,-0.462
Anhui Rinengzhongtian Semiconductor Development QJM305-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,305,274.3,1.940352,0.992,1.956,72,9.02,44.53,8.43,36.2,0.042146,-0.33887,45.7,-0.46757
Anhui Rinengzhongtian Semiconductor Development QJP305-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,305,276.4,1.940352,0.992,1.956,72,9.02,44.53,8.43,36.2,0.056061,-0.3302,45.4,-0.44277
Anhui Rinengzhongtian Semiconductor Development QJM310-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,310,278.9,1.940352,0.992,1.956,72,9.14,44.65,8.54,36.3,0.042146,-0.33887,45.7,-0.46757
Anhui Rinengzhongtian Semiconductor Development QJP310-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,310,281,1.940352,0.992,1.956,72,9.14,44.65,8.54,36.3,0.056061,-0.3302,45.4,-0.44277
Anhui Rinengzhongtian Semiconductor Development QJM315-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,315,283.6,1.940352,0.992,1.956,72,9.26,44.77,8.65,36.4,0.042146,-0.33887,45.7,-0.46757
Anhui Rinengzhongtian Semiconductor Development QJP315-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,315,285.7,1.940352,0.992,1.956,72,9.26,44.77,8.65,36.4,0.056061,-0.3302,45.4,-0.44277
Anhui Rinengzhongtian Semiconductor Development QJM320-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,320,288.2,1.940352,0.992,1.956,72,9.38,44.9,8.77,36.5,0.042146,-0.33887,45.7,-0.46757
Anhui Rinengzhongtian Semiconductor Development QJP320-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,320,290.3,1.940352,0.992,1.956,72,9.38,44.9,8.77,36.5,0.056061,-0.3302,45.4,-0.44277
Anhui Rinengzhongtian Semiconductor Development QJM325-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,325,292.9,1.940352,0.992,1.956,72,9.48,45.14,8.86,36.7,0.042146,-0.33887,45.7,-0.46757
Anhui Rinengzhongtian Semiconductor Development QJP325-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,325,295,1.940352,0.992,1.956,72,9.5,45.02,8.88,36.6,0.056061,-0.3302,45.4,-0.44277
Anhui Rinengzhongtian Semiconductor Development QJM330-72,Anhui Rinengzhongtian Semiconductor Development,Mono-c-Si,330,297.5,1.940352,0.992,1.956,72,9.6,45.26,8.97,36.8,0.042146,-0.33887,45.7,-0.46757
Anhui Rinengzhongtian Semiconductor Development QJP330-72,Anhui Rinengzhongtian Semiconductor Development,Multi-c-Si,330,299.7,1.940352,0.992,1.956,72,9.62,45.14,8.99,36.7,0.056061,-0.3302,45.4,-0.44277
Anhui Rinengzhongtian Semiconductor Development Co  Ltd QJM335-72,Anhui Rinengzhongtian Semiconductor Development Co_ Ltd,Mono-c-Si,335,304.6,1.940352,,,72,9.335,46.848,8.724,38.4,0.053292,-0.34042,45.8,-0.43052
Anhui Rinengzhongtian Semiconductor Development Co  Ltd QJM340-72,Anhui Rinengzhongtian Semiconductor Development Co_ Ltd,Mono-c-Si,340,309.3,1.940352,,,72,9.449,46.97,8.831,38.5,0.053292,-0.34042,45.8,-0.43052
Anhui Rinengzhongtian Semiconductor Development Co  Ltd QJM345-72,Anhui Rinengzhongtian Semiconductor Development Co_ Ltd,Mono-c-Si,345,314,1.940352,,,72,9.563,47.092,8.938,38.6,0.053292,-0.34042,45.8,-0.43052
Anhui Rinengzhongtian Semiconductor Development Co  Ltd QJM350-72,Anhui Rinengzhongtian Semiconductor Development Co_ Ltd,Mono-c-Si,350,318.7,1.940352,,,72,9.677,47.214,9.044,38.7,0.053292,-0.34042,45.8,-0.43052
Anhui Rinengzhongtian Semiconductor Development Co  Ltd QJM355-72,Anhui Rinengzhongtian Semiconductor Development Co_ Ltd,Mono-c-Si,355,323.4,1.940352,,,72,9.79,47.336,9.149,38.8,0.053292,-0.34042,45.8,-0.43052
Anhui Rinengzhongtian Semiconductor Development Co  Ltd QJM360-72,Anhui Rinengzhongtian Semiconductor Development Co_ Ltd,Mono-c-Si,360,328.1,1.940352,,,72,9.902,47.458,9.254,38.9,0.053292,-0.34042,45.8,-0.43052
Anhui Rinengzhongtian Semiconductor Development Co  Ltd QJM365-72,Anhui Rinengzhongtian Semiconductor Development Co_ Ltd,Mono-c-Si,365,332.8,1.940352,,,72,10.014,47.58,9.359,39,0.053292,-0.34042,45.8,-0.43052
Anhui Rinengzhongtian Semiconductor Development Co  Ltd QJM370-72,Anhui Rinengzhongtian Semiconductor Development Co_ Ltd,Mono-c-Si,370,337.5,1.940352,,,72,10.125,47.702,9.463,39.1,0.053292,-0.34042,45.8,-0.43052
Anji Dasol Solar Energy Science & Technology DS-A4-210,Anji Dasol Solar Energy Science & Technology,Multi-c-Si,210,182.7,1.64672,0.992,1.66,60,8,36.1,7.19,29.2,0.086956522,-0.386956522,48.6,-0.505325165
Anji Dasol Solar Energy Science & Technology DS-A4-215,Anji Dasol Solar Energy Science & Technology,Multi-c-Si,215,187.2,1.64672,0.992,1.66,60,8,36.3,7.31,29.4,0.086956522,-0.386956522,48.6,-0.505325165
Anji Dasol Solar Energy Science & Technology DS-A4-220,Anji Dasol Solar Energy Science & Technology,Multi-c-Si,220,191.7,1.64672,0.992,1.66,60,8.1,36.5,7.44,29.6,0.086956522,-0.386956522,48.6,-0.505325165
Anji Dasol Solar Energy Science & Technology DS-A4-225,Anji Dasol Solar Energy Science & Technology,Multi-c-Si,225,196.2,1.64672,0.992,1.66,60,8.2,36.7,7.55,29.8,0.086956522,-0.386956522,48.6,-0.505325165
Anji Dasol Solar Energy Science & Technology DS-A4-230,Anji Dasol Solar Energy Science & Technology,Multi-c-Si,230,200.7,1.64672,0.992,1.66,60,8.3,36.9,7.67,30,0.086956522,-0.386956522,48.6,-0.505325165
Anji Technology AJP-S572-175,Anji Technology,Mono-c-Si,175,151.2,1.3002,0.825,1.576,72,5.17,43.99,4.78,36.63,0.0415,-0.3616,49.9,-0.5072
Anji Technology AJP-S572-180,Anji Technology,Mono-c-Si,180,155.7,1.3002,0.825,1.576,72,5.31,44.06,4.9,36.72,0.0415,-0.3616,49.9,-0.5072
Anji Technology AJP-S572-185,Anji Technology,Mono-c-Si,185,160.2,1.3002,0.825,1.576,72,5.43,44.14,5.03,36.72,0.0415,-0.3616,49.9,-0.5072
Anji Technology AJP-M660-220,Anji Technology,Multi-c-Si,220,189.1,1.62384,0.995,1.632,60,7.95,36.06,7.3,30.12,0.0548,-0.3624,50.2,-0.5196
Anji Technology AJP-M660-225,Anji Technology,Multi-c-Si,225,193.5,1.62384,0.995,1.632,60,8.04,36.24,7.44,30.24,0.0548,-0.3624,50.2,-0.5196
Anji Technology AJP-M660-230,Anji Technology,Multi-c-Si,230,204.1,1.62384,0.995,1.632,60,8.1,36.42,7.58,30.36,0.097,-0.359,46.4,-0.493
Anji Technology AJP-M660-235,Anji Technology,Multi-c-Si,235,208.7,1.62384,0.995,1.632,60,8.23,36.72,7.68,30.6,0.097,-0.359,46.4,-0.493
Anji Technology AJP-M660-240,Anji Technology,Multi-c-Si,240,213.3,1.62384,0.995,1.632,60,8.32,36.84,7.83,30.72,0.097,-0.359,46.4,-0.493
Anji Technology AJP-M660-245,Anji Technology,Multi-c-Si,245,217.9,1.62384,0.995,1.632,60,8.43,37.08,7.94,30.84,0.097,-0.359,46.4,-0.493
Anji Technology AJP-M660-250,Anji Technology,Multi-c-Si,250,222.4,1.62384,0.995,1.632,60,8.5,37.32,8.03,31.14,0.097,-0.359,46.4,-0.493
Apollo Renewables Inc Apollo-M660BH-350BB,Apollo Renewables Inc,Mono-c-Si,350,327.3,1.8,,,60,11.15,40.1,10.42,33.6,0.0477,-0.2625,43.5,-0.3604
Apollo Renewables Inc Apollo-M660BH-355BB,Apollo Renewables Inc,Mono-c-Si,355,332,1.8,,,60,11.25,40.3,10.51,33.8,0.0477,-0.2625,43.5,-0.3604
Apollo Renewables Inc Apollo-M660BH-360BB,Apollo Renewables Inc,Mono-c-Si,360,336.8,1.8,,,60,11.35,40.5,10.59,34,0.0477,-0.2625,43.5,-0.3604
Apollo Renewables Inc Apollo-M660BH-365BB,Apollo Renewables Inc,Mono-c-Si,365,341.6,1.8,,,60,11.43,40.7,10.68,34.2,0.0477,-0.2625,43.5,-0.3604
Apollo Renewables Inc Apollo-M660BH-370BB,Apollo Renewables Inc,Mono-c-Si,370,346.4,1.8,,,60,11.52,40.9,10.76,34.4,0.0477,-0.2625,43.5,-0.3604
Apollo Renewables Inc Apollo-M754BH-385BB,Apollo Renewables Inc,Mono-c-Si,385,360.5,1.94,,,54,13.52,36.7,12.65,30.44,0.0452,-0.2656,43.2,-0.3609
Apollo Renewables Inc Apollo-M754BH-390BB,Apollo Renewables Inc,Mono-c-Si,390,365.3,1.94,,,54,13.61,36.85,12.73,30.64,0.0452,-0.2656,43.2,-0.3609
Apollo Renewables Inc Apollo-M754BH-395BB,Apollo Renewables Inc,Mono-c-Si,395,370.1,1.94,,,54,13.7,36.98,12.81,30.84,0.0452,-0.2656,43.2,-0.3609
Apollo Renewables Inc Apollo-M754BH-400BB,Apollo Renewables Inc,Mono-c-Si,400,374.9,1.94,,,54,13.79,37.07,12.9,31.01,0.0452,-0.2656,43.2,-0.3609
Apollo Renewables Inc Apollo-M672BH-435TW,Apollo Renewables Inc,Mono-c-Si,435,406.2,2.15,,,72,11.36,49.1,10.66,40.8,0.0456,-0.2767,43,-0.383
Apollo Renewables Inc Apollo-M672BH-440TW,Apollo Renewables Inc,Mono-c-Si,440,411,2.15,,,72,11.48,49.2,10.73,41,0.0456,-0.2767,43,-0.383
Apollo Renewables Inc Apollo-M672BH-445TW,Apollo Renewables Inc,Mono-c-Si,445,415.8,2.15,,,72,11.52,49.4,10.8,41.2,0.0456,-0.2767,43,-0.383
Apollo Renewables Inc Apollo-M672BH-450TW,Apollo Renewables Inc,Mono-c-Si,450,420.6,2.15,,,72,11.58,49.6,10.87,41.4,0.0456,-0.2767,43,-0.383
Apollo Renewables Inc Apollo-M672BH-455TW,Apollo Renewables Inc,Mono-c-Si,455,425.4,2.15,,,72,11.65,49.8,10.93,41.6,0.0456,-0.2767,43,-0.383
Apollo Renewables Inc Apollo-M772BH-530TW,Apollo Renewables Inc,Mono-c-Si,530,495.4,2.56,,,72,13.72,49.3,12.83,41.31,0.0376,-0.2872,43.4,-0.3722
Apollo Renewables Inc Apollo-M772BH-535TW,Apollo Renewables Inc,Mono-c-Si,535,500.2,2.56,,,72,13.79,49.45,12.9,41.47,0.0376,-0.2872,43.4,-0.3722
Apollo Renewables Inc Apollo-M772BH-540TW,Apollo Renewables Inc,Mono-c-Si,540,505,2.56,,,72,13.86,49.6,12.97,41.64,0.0376,-0.2872,43.4,-0.3722
Apollo Renewables Inc Apollo-M772BH-545TW,Apollo Renewables Inc,Mono-c-Si,545,509.8,2.56,,,72,13.93,49.75,13.04,41.8,0.0376,-0.2872,43.4,-0.3722
Apollo Renewables Inc Apollo-M772BH-550TW,Apollo Renewables Inc,Mono-c-Si,550,514.6,2.56,,,72,14,49.9,13.11,41.96,0.0376,-0.2872,43.4,-0.3722
APOS Energy AP130,APOS Energy,Multi-c-Si,130,115.4,1.023,0.682,1.5,36,7.86,22.07,7.43,17.38,0.123,-0.296,49.1,-0.429
APOS Energy AP135,APOS Energy,Multi-c-Si,135,119.9,1.023,0.682,1.5,36,7.94,22.21,7.54,17.58,0.123,-0.296,49.1,-0.429
APOS Energy AS135,APOS Energy,Mono-c-Si,135,120.9,1.023,0.682,1.5,36,8.34,22.19,7.69,17.59,0.086,-0.288,47.8,-0.425
APOS Energy AP140,APOS Energy,Multi-c-Si,140,124.5,1.023,0.682,1.5,36,8.05,22.39,7.69,17.93,0.123,-0.296,49.1,-0.429
APOS Energy AS140,APOS Energy,Mono-c-Si,140,125.4,1.023,0.682,1.5,36,8.51,22.33,7.84,17.76,0.086,-0.288,47.8,-0.425
APOS Energy AS145,APOS Energy,Mono-c-Si,145,130,1.023,0.682,1.5,36,8.63,22.51,7.95,18.03,0.086,-0.288,47.8,-0.425
APOS Energy AP175,APOS Energy,Multi-c-Si,175,155.4,1.341,1,1.341,48,7.9,29.52,7.48,23.31,0.123,-0.296,49.1,-0.429
APOS Energy AP180,APOS Energy,Multi-c-Si,180,160,1.341,1,1.341,48,7.97,29.72,7.59,23.58,0.123,-0.296,49.1,-0.429
APOS Energy AS180,APOS Energy,Mono-c-Si,180,161.2,1.341,1,1.341,48,8.34,29.59,7.69,23.45,0.086,-0.288,47.8,-0.425
APOS Energy AP185,APOS Energy,Multi-c-Si,185,164.5,1.341,1,1.341,48,8.05,29.86,7.69,23.9,0.123,-0.296,49.1,-0.429
APOS Energy AS185,APOS Energy,Mono-c-Si,185,165.8,1.341,1,1.341,48,8.51,29.78,7.84,23.68,0.086,-0.288,47.8,-0.425
APOS Energy AP190,APOS Energy,Multi-c-Si,190,168.6,1.5,1,1.5,54,7.79,32.89,7.33,25.76,0.123,-0.296,49.1,-0.429
APOS Energy AS190,APOS Energy,Mono-c-Si,190,170.4,1.341,1,1.341,48,8.59,29.92,7.91,23.9,0.086,-0.288,47.8,-0.425
APOS Energy AP195,APOS Energy,Multi-c-Si,195,173.1,1.5,1,1.5,54,7.86,33.11,7.43,26.06,0.123,-0.296,49.1,-0.429
